"","title","author","date","body","url","just_stop_oil"
"85","Glyndebourne opera disrupted by Just Stop Oil protest","By Tanya Gupta",2023-06-16,"Three Just Stop Oil protesters disrupted a performance at Glyndebourne on Thursday, the opera house has said. The protesters let off a confetti bomb, blew an air horn and started shouting during a show at the Sussex venue. A Glyndebourne spokeswoman said the incident was reported to the police, but officers did not attend and no arrests were made. The stage was cleared and ushers peacefully escorted the protesters from the theatre within a minute, she said. The audience remained inside and was given regular updates. A video posted on Twitter showed the protest greeted by booing and slow claps. ""We are very sorry to everyone whose visit to Glyndebourne was affected by the protest action today,"" the spokeswoman said on Thursday night. ""Our highest priority was the safety and security of everyone on site and we would like to thank our staff and performers, whose calm and professional response kept everyone safe and disruption to a minimum."" The disruption occurred at about 17:30 BST during a performance of Poulenc's Dialogues des Carmélites. The opera restarted after a delay of about 20 minutes. In a statement, Just Stop Oil said it was ""calling on everyone to get off the side lines and join in civil resistance against new oil, gas and coal"". Sussex Police said it received a report of a disturbance at the opera performance shortly before 17:30 ""Three protesters were safely escorted from the venue by staff there,"" the force said. Anyone who witnessed the incident is asked to contact police.","https://www.bbc.com/news/uk-england-sussex-65921650",1
"86","Just Stop Oil: Dartford Crossing protesters lose bid to reduce sentences","By Kate Scotter and Sian Harrison",2023-07-31,"Two Just Stop Oil activists who scaled the Dartford Crossing bridge have lost their Court of Appeal bid for reduced sentences. Morgan Trowland, 40, and Marcus Decker, 34, were suspended over the Queen Elizabeth II Bridge for about 37 hours. Trowland was jailed for three years, and Decker for two years and seven months, following a trial. Their appeals were rejected by three senior judges, who said the sentences were ""not excessive"". At a hearing in London last week, the protesters' lawyers made a bid to challenge the ""extraordinary length"" of Trowland's three-year sentence and Decker's jail term of two years and seven months. But Lady Justice Sue Carr, sitting with Mrs Justice Johanna Cutts and Mrs Justice Justine Thornton, said: ""This was very serious offending by repeat protest offenders who were trespassers and on bail at the time. ""Whilst the protest was non-violent as such, it had extreme consequences for many, many members of the public."" The judges acknowledged the ""long and honourable tradition of civil disobedience on conscientious grounds"" and that the sentences handed to Trowland and Decker went ""well beyond previous sentences imposed for this type of offending"". But Lady Justice Carr said the jail terms reflected ""Parliament's will"" under new laws enacted under the Police, Crime, Sentencing and Courts Act last year which introduced a new ""fault-based public nuisance offence for what obviously will include non-violent protest behaviour, with a maximum sentence of 10 years' imprisonment"". Structural engineer Trowland, of Islington in north London, and Decker, a private tutor of no fixed address, climbed the bridge's cables at about 04:00 BST on 17 October and were eventually brought down using a cherry picker crane at about 17:30 the following day. The southbound A282, the designation for the road on the bridge as it connects the M25 motorway between Essex and Kent, was reopened at about 21:00 - 41 hours after the demonstration began. In April, a jury at Basildon Crown Court found them guilty of causing a public nuisance by a unanimous verdict. Follow East of England news on Facebook, Instagram and Twitter. Got a story? Email eastofenglandnews@bbc.co.uk or WhatsApp 0800 169 1830","https://www.bbc.com/news/uk-england-essex-66367627",1
"87","England cricket team delayed by Just Stop Oil road block",NA,2023-06-01,"The Test match summer got off to a frustrating start for England's cricketers when the team bus was held up on its way to Lord's by Just Stop Oil activists. The protest briefly blocked the team bus in Kensington Gore in central London at about 8:30 BST. It cleared quickly and did not cause any significant delay to the team’s journey. Wicketkeeper Jonny Bairstow posted a photo on Instagram showing Just Stop Oil protesters and police in the road in front of the team bus. Bairstow’s caption read: “If we’re a bit late it’s not our fault.” The campaign group said that about 50 protesters had taken to the roads around Hyde Park and Battersea Park. One protester taking action was Alice Tulissio, a 21-year-old student from Falmouth, who said: “I am marching with Just Stop Oil today because I want a future.""  She added: ""We are heading towards climate catastrophe and the UK government is knowingly speeding this up by licensing over 100 new oil, gas and coal projects. This will ultimately be a death sentence to us all. “I understand it’s frustrating to those on the road who are disrupted by marches, but it has gotten to the point where this is the only way the government will listen to us."" Just Stop Oil says further marches are expected later on Thursday. The group has been protesting in London's roads six days a week since 24 April. Follow BBC London on Facebook, Twitter and Instagram. Send your story ideas to hellobbclondon@bbc.co.uk","https://www.bbc.com/news/articles/cn42d27rq2po",1
"88","Police to be given clearer powers on slow-walk protests","By Joshua Nevett",2023-06-13,"Police in England and Wales are to be given clearer powers to stop protests deemed to be seriously disruptive, in a law approved by Parliament. The House of Lords voted through the new regulations, despite an attempt to block them by an opposition peer. The new law gives officers more leeway to intervene when protesters attempt to block roads with slow marching. The tactic has been used by protest groups such as Extinction Rebellion, Just Stop Oil and Insulate Britain. The new law follows last month's passage of the Public Order Act, legislation designed to beef up police powers to clamp down on protests judged to be disruptive. The government says the new regulations are needed because the police lack clarity on when their existing powers can be used. The regulations lower the threshold for what kind of protest activity is considered ""serious disruption"". Home Secretary Suella Braverman said the impact of ""disruptors"" from certain protest groups had been ""huge"" and ""the police must be able to stop this happening"". But critics have branded the new measures an attack on the right to protest and argue that the police are already capable of stopping slow-walking demonstrations under current laws. The regulations were backed by MPs in a vote on Monday, with 277 in favour and 217 against. In the House of Lords on Tuesday, some opposition peers tried some parliamentary manoeuvres to prevent the regulations from becoming law. Ministers had already tried to ban slow-walking protests by adding measures to the Public Order Act but were narrowly defeated by peers. Given this, Baroness Jones, a Green peer, had tabled a ""fatal motion"", which invited members to decline to approve the regulations because Parliament had already rejected them. Urging peers to back her motion, Baroness Jones said this was an ""authoritarian law that hands power to decide what is a good protest or a bad protest over to the police and the Home Office"". She said the law was ""being enacted in an authoritarian manner by ministerial decree"". Home Office minister Lord Sharpe called the baroness' motion ""highly unusual"", arguing it sought ""to strike down legislation passed by the elected House and undermine sensible changes, which bring clarity and consistency to the law"". The baroness' motion was not successful, with peers voting against it by 68 votes to 154, a majority of 86. While peers condemned the government's actions in bringing back regulations that had been previously rejected by peers in primary legislation, Labour did not support the fatal motion, because of a convention to accept the will of the elected House of Commons. A few minutes earlier, peers had backed a Labour ""regret motion"" - which set out criticisms of the regulations but did not block them - by 177 votes to 141. Police have been under a lot of pressure from politicians over how they handle protests with recent actions by Just Stop Oil. But the powers given to police in the Public Order Act were criticised as too crude and too broad, following the arrest of anti-monarchy protesters on the day of King Charles's Coronation. The 2023 Public Order Act is the government's second major piece of legislation changing protest laws in under two years. In 2022, MPs voted to place greater restrictions on public processions if they were too noisy.","https://www.bbc.com/news/uk-politics-65897513",1
"89","Star Wars, sloths and sweaters in London's year in pictures","By Bethan Bell",2023-12-26,"As 2023 draws to a close, what images represent your experience of London over the past 12 months? Memorable events might include the coronation of the King or Just Stop Oil protesters throwing orange paint at a flower show. Or perhaps London's New Year's Eve fireworks display that people attended for the first time since the pandemic? BBC London has selected a ""picture of the day"" representing each month, as published on its Instagram account. So here, we look back at images from the capital from January to December. London Zoo released an image of a baby two-toed sloth which was born on New Year's Day. Zoo sloth keeper Veronica Heldt said: ""We were delighted to finally spot a tiny baby exactly where it should be, clinging on to its mother's tummy. ""We've nicknamed the little one Nova, which means 'new' in Latin, as we couldn't have asked for a better start to the new year."" Fun fact: To accommodate their upside-down lifestyle, sloths are the only mammals whose hair grows upwards - it parts in the middle of the belly and grows upward toward the back. The hair on the face points upward too. This allows water to run off during rainstorms. On 6 February 2023 an earthquake struck southern and central Turkey and northern and western Syria. There was widespread damage and tens of thousands of fatalities. London has thriving Turkish, Kurdish and Syrian communities that were severely affected and many Londoners were quick to rally to support rescue efforts. For the first time, London's West End was lit with 30,000 lights to mark the holy month of Ramadan. The lights were switched on by the mayor of London, Sadiq Khan, who is one of the 1.3 million Muslims in London who celebrate the event. The original BBC London caption for this picture - of a Star Wars fan dressed as an Imperial Death Trooper arriving at the ExCeL convention centre - was ""Why use an Oyster card when you can use the force?"" To which someone immediately replied: ""It's unlikely that an Empire trooper would be force sensitive."" Which BBC London, sadly, did not respond with: ""I find your lack of faith disturbing."" To celebrate the Coronation of King Charles III, a giant 16ft replica of St Edward's Crown was set up near Marble Arch. The huge hat weighed 300kg and featured 36 different coloured glass stones. It also lit up at night - much like King Charles's crown, which he uses after nightfall to light his way through the 775-room Buckingham Palace. Probably. The HMT Empire Windrush, carrying passengers from the Caribbean to the UK, docked on 22 June 75 years ago. Windrush Day was marked with live coverage from the BBC, a national commemoration service was held at Southwark Cathedral, and a celebratory procession paraded from Herne Hill to Brixton. The Uxbridge and South Ruislip by-election, triggered by Boris Johnson's resignation, prompted this picture of a Very Good Boy. Every election period animal welfare charity Blue Cross gamely fields questions about pets and polling stations, including: Can my dog vote for me? (No). Can I ask my dog who they think I should vote for? (Yes). Does my dog get a vote? (No). And as a bonus, here are some more pictures of dogs outside polling stations. Football almost came home in August as the Lionesses carried the hopes of English fans at the Women's World Cup. The Welsh Guards Band and their instruments got involved in the semi-final, in which England beat Australia 3-1. Ultimately, though, football must have forgotten its ticket back. It stayed away as the Lionesses lost 1-0 to Spain in the final. September saw the one-year anniversary of the Queen's death. Gun salutes were fired in cities across Britain and the bells of Westminster Abbey echoed across London. Well-wishers left tributes and flowers at Buckingham Palace. Don't drop it - the world's most valuable whisky, with an estimated value of £750,000 to £1.2m, was paraded before the cameras ahead of an auction at Sotheby's. That valuation, though, was nonsense. The drink sold for £2.1m - almost twice as much as its highest estimate. Christmas seems to start earlier and earlier every year. This year it started in the late Cretaceous period - 66 to 90 million years ago, with the T-Rex at the Natural History Museum donning a traditional prehistoric jumper. To say something is ""copper-bottomed"" means that it is entirely reliable, while ""copper topped"" indicates a person with auburn hair. The soon-to-be museum of London, with its shiny copper-clad roof, is neither - but has been described by London's mayor Sadiq Khan as ""a major landmark that will be a jewel in our crown"". Which sounds better than either.","https://www.bbc.com/news/uk-england-london-67797087",1
"90","Prevent: Rise in climate activists referred to anti-terror scheme","By Joshua Nevett",2023-12-23,"The number of climate activists referred to the Prevent anti-terrorism programme has increased following the emergence of disruptive environmental protests, the BBC has learned. The UK government's Prevent scheme aims to stop people becoming terrorists. Critics say Prevent curbs human rights by stifling non-violent political beliefs and should be reformed. The government says it has never advised referring people to Prevent for lawful climate activism or protest. Anyone can contact the police or a local authority to make a Prevent referral, which usually involves filling out a form to explain a concern about someone deemed to be at risk of radicalisation. Since 2015, institutions including schools, universities, hospitals, local authorities, police, and prisons have had a legal duty to consider the risk of radicalisation. The Home Office told the BBC Prevent interventions were legitimate for those who could be radicalised into terrorism in the name of environmental causes. But climate activists say the government's definition of extremism is too broad and authorities are confusing extremism with non-violent civil disobedience in too many cases. Sir Peter Fahy, a former national police lead for Prevent, said it was ""inappropriate"" to treat non-violent climate activists as potential terrorists. He said the fear of being flagged to police in a Prevent referral could deter people from protesting, and argued the rise in environmental cases reasons ""shows how confused we've become about all of this"". ""Prevent has been and should be about people who want to take their extremism into violent action,"" Sir Peter said. Prevent has mainly focused on Islamist and far-right terrorism but it does try to counter other types of extremism. The government groups ""eco-terrorism"" in a category of violent extremism motivated by ideas on ""the extreme political left-wing"". It says although this category does not represent a significant threat, some activity has met a terrorist threshold in recent years and security services continue to investigate such cases. There have been ""a small number of instances of terrorist behaviour that have been motivated by an environmentalist ideology"", the Home Office said. In response to a freedom of information request, the UK's police chiefs told the BBC there were 32 Prevent referrals for ""Left Wing - Environmental"" reasons between 2015 and 2022. There was a notable spike in referrals in 2019, when Extinction Rebellion - a climate group known for its disruptive protests - came to prominence with large demonstrations in the UK and internationally. The BBC has spoken to one climate activist who was assessed by Prevent. They said they did not wish to be named in this report because they feared they would lose their job. The climate activist was referred to Prevent by their employer after being arrested at an Extinction Rebellion protest. The person has been cautioned by police and convicted for public order offences committed at disruptive environmental protests. The BBC has seen a copy of the form used to refer the climate activist to Prevent. The form says they were referred ""due to being a member of Extinction Rebellion and other splinter groups"". The form says the groups ""are not considered extreme in themselves, but individuals within them may hold extremist views"". The climate activist was assessed by a multi-agency safeguarding team and they said no further action was taken. When people are referred to Prevent, the police decide whether or not they need more comprehensive intervention through a process called Channel. The Home Office said there were fewer than 10 referrals for environmental reasons each year between 2015 and 2022, but refused to release specific figures, citing safety and privacy concerns. The number of Prevent referrals adopted as Channel cases for all reasons is relatively small every year, representing 9% of the total in 2022-23. A Home Office spokesperson said: ""Lawful protest or activism does not meet the threshold for Prevent referrals and at no point has the government advised referring people simply for climate activism. ""Prevent is an early intervention programme which seeks to stop people from becoming terrorists or supporting terrorism, regardless of the ideology. If a person is not at risk of radicalisation then their case will be closed to Prevent."" A controversial strand of the UK's counter-terrorism strategy, Prevent was set up by Tony Blair's government in the 2003 following the 9/11 attacks. A key moment in its evolution came in 2015, with the introduction of the legal duty on schools and other institutions to report those deemed at risk of radicalisation. Human rights activists have long accused Prevent of demonising Muslims, and having a chilling effect on freedom of expression. Earlier this year, Amnesty International urged the UK government to scrap the Prevent duty in a report condemning its impact on human rights. ""People are being referred to Prevent for non-violent political beliefs,"" said Ilyas Nagdee, Amnesty International UK's racial justice director. But Lord Carlile, who reviewed the scheme for the government in 2011, said environmental protesters who ""presented as potentially violent extremists are properly referable to Prevent"". He said there was a ""superficiality to analysis based on numbers and on descriptions as brief as 'environmental activist' without looking at the context"" of each referral. Lord Carlile said while the programme could be improved, he did not agree with those who argued it should be scrapped because ""some environmental activists were allegedly drawn into Prevent"". He said counter-terrorism was ""not science"" and ""the police have a very difficult job"", arguing: ""You can't just write off Prevent because there have been some mistakes, any more than you can write off the police for arresting people who later are not charged."" Most referrals to Prevent are made in the education sector, where training to understand the risk of radicalisation is encouraged. In its Prevent report, Amnesty found some training materials listed environmental causes ""as potential forms of an ill-defined extremism that can lead to a referral"". Mat Osmond, who's a senior lecturer at Falmouth University in Cornwall, told the BBC his employer asked him to re-take Prevent training after he helped to organise a student Just Stop Oil talk on campus last year. He accepted he did not follow the university's Prevent procedures when booking a room. He said the training was about ""spotting the signs of radicalisation in students"" and had no relevance to room-booking procedures at his university. Outside work, Mr Osmond has been involved in climate activism himself. In October this year, he was found guilty of obstructing a road as part of a Just Stop Oil protest in London and was sentenced to a 12-month conditional discharge. When asked if he regretted his actions, Mr Osmond said he found obstructing ""random fellow citizens"" a ""deeply uncomfortable"" thing to do. But he said he would make ""a categorical distinction between being drawn into violent extremism"" and ""taking action with non-violent resistance campaigns"". David Knowles echoed this distinction. A former Prevent national lead within education, he had a significant role in the introduction of the legal duty in 2015. He said he didn't come across any environmental extremism when he was working in counter-terrorism. Mr Knowles said: ""Breaking the law doesn't mean you oppose democracy or the rule of law because, let's face it, lots of people in this country have protested and successfully changed the law. ""So people who might glue themselves to the road, to me, are not extremists."" But he said Prevent was a vital part of the UK's counter-terrorism strategy and should be allowed to continue to protect people ""from all forms of harm and risk"". ""Prevent is about safeguarding people away from extremism and terrorism, and it's not about supressing free speech at all,"" Mr Knowles said.","https://www.bbc.com/news/uk-67665218",1
"91","Just Stop Oil: What is it and what are its goals?",NA,2024-06-19,"Just Stop Oil activists have sprayed orange powder paint on parts of Stonehenge. The environmental campaign group has carried out many high-profile protests, including blocking roads, stopping play at sports matches and halting theatre productions. It wants action on climate change, but its tactics are controversial. Just Stop Oil (JSO) wants the UK to stop approving new fossil fuel projects, which are a major cause of climate change. However, in July 2023, Prime Minister Rishi Sunak announced that 100 new North Sea licences had been granted. And in November, he said further licences would be awarded annually. The group says it uses ""non-violent civil resistance"" and will stop protesting when the government announces an end to fossil-fuel production. Just Stop Oil is linked to other environmental groups, including Extinction Rebellion and Insulate Britain. The group came to prominence when its activists shut down major roads such as the M25 and Dartford crossing in November 2022. Since then, JSO has also targeted several major sporting events, including the Wimbledon tennis championships, the second Ashes Test at Lord's cricket ground and the World Snooker Championship in Sheffield. Cultural events, including a performance of the musical Les Miserables in London and a BBC Proms concert at the Royal Albert Hall, have also been disrupted. In the National Gallery, supporters threw tomato soup over Vincent Van Gogh's painting Sunflowers and smashed the protective glass screen on Diego Velazquez's Rokeby Venus. JSO protesters also damaged the case around the Magna Carta, at the British Library. In June 2024, two activists were arrested on suspicion of damaging Stonehenge, a United Nations Educational, Scientific and Cultural Organization (Unesco) world heritage site. Just Stop Oil said the orange powder paint was cornflour and would ""wash away with rain"". English Heritage chief executive, Dr Nick Merriman, said there appeared to be ""no visible damage"" after experts cleaned the site. But Mr Sunak said it was a ""disgraceful act of vandalism"", while Labour leader Keir Starmer called it ""outrageous"" and JSO ""pathetic"". The maximum penalty for the wilful obstruction of a highway in England and Wales is 51 weeks in prison. Offenders can also be fined. Several transport bodies, including National Highways and Transport for London, have sought High Court injunctions to prevent protesters disrupting major roads. Anyone breaching an injunction can be held in contempt of court, and could face imprisonment, an unlimited fine and seizure of assets. In 2023, Parliament passed new anti-protest legislation under the Public Order Act. This gives powers to prosecute someone who interferes with the operation or use of key national infrastructure in England and Wales - including roads, railways, and air transport. Previously, the police could generally only restrict a protest if they could show it may result in ""serious public disorder, serious damage to property or serious disruption to the life of the community"". The new legislation lowers the threshold for ""serious disruption"", allowing police to respond to action which prevents or delays day-to-day activities such as completing a journey. It also made ""locking-on"" - whereby protesters attach themselves to buildings, objects or other people - a criminal offence. Many Just Stop Oil activists have used this tactic. In May 2024, BBC News reported a review into tackling political violence, by Lord Walney, would suggest ""extreme protest groups"" such as JSO could be banned in a similar way to terrorist organisations. The plan could limit the activities of organisations that have a policy of using criminal offences or causing serious disruption to influence government or public debate. At the time, the Home Office said ministers would consider the recommendations - but the general election was called a few weeks later and it is now unclear when or if Lord Walney's report will be published. In response, JSO said the government were the ""dangerous radicals that are endangering all of us"", through its climate policies. In December 2023, the Met Police said it had spent £20m policing JSO protests and the time spent on the group equated to roughly 300 officers being removed front-line policing each day. It said the group ""refused to engage"" with police when planning protests. ""Our desire is that Just Stop Oil come forward and speak with us, so we can actually work with them,"" Cdr Kyle Gordon said. ""We absolutely understand and support the fundamental right to protest within a democratic society - but what we've got to do is balance that right with the rights of everybody else who is using this city."" In the past Just Stop Oil has quoted a 2021 Supreme Court ruling which found there should be a ""certain degree of tolerance to disruption to ordinary life, including the disruption of traffic"", as a result of non-violent protest. According to its website, most of its money comes from the Climate Emergency Fund - a US network which has supported climate activism since 2019. That is part-funded by US philanthropist Aileen Getty, the granddaughter of petrol tycoon J Paul Getty. Just Stop Oil says it also receives donations from the public and other organisations concerned about climate change.","https://www.bbc.com/news/uk-63543307",1
"92","UN criticises 'severe' Just Stop Oil sentences","By Justin Rowlatt",2023-11-21,"Long jail sentences handed to two Just Stop Oil climate campaigners could stifle protest, the United Nations has warned the UK government. The protesters caused traffic gridlock after scaling the Dartford Crossing Bridge for almost 40 hours in October last year. Morgan Trowland, 40, was jailed for three years and Marcus Decker, 34, for two years for causing a public nuisance. In response to the UN, the government said that the right to protest is a fundamental part of the UK’s democracy but that the ""law-abiding majority"" must be able to go about their daily lives. At an appeal hearing last month Lady Chief Justice, Lady Carr defended the sentences, saying they met a ""legitimate"" aim of deterring others from such offending. The activists were refused permission to challenge them in the Supreme Court. The warning comes in a letter shown to BBC News, sent to the government by the UN Special Rapporteur on the promotion and protection of human rights in the context of climate change, Ian Fry, on 15 August this year. The sentences are ""significantly more severe than previous sentences imposed for this type of offending in the past,"" Mr Fry notes. He says he is worried about “the exercise of their rights to freedom of expression and freedom of peaceful assembly and association”. The letter goes on to say the new Public Order Act which came into force in July ""appears to be a direct attack on the right to the freedom of peaceful assembly"". The new legislation includes measures aimed at curbing disruptive protests. The letter sent in mid-August requested a reply within 60 days but has not received one, which the UN special rapporteur described as ""troubling"". ""Most countries take these letters seriously and respond,"" Mr Fry told BBC News. He suggested that the lack of a formal reply reflected ""a general disregard for human rights concerns by the current government"". The Home Office said it had ""responded"" to the special rapporteur’s letter. It said peaceful protest is a vital part of a democratic society and a long-standing tradition in the UK, provided it is done within the law. The new legislation is designed to ""clarify the definition of serious disruption and allow police to clear roads quickly"", it told the BBC, and said the new legislation on protests was put in place following proper parliamentary procedure and is compatible with the European Convention on Human Rights. “It is a total political failure,"" Morgan Trowland said in a statement to the BBC from prison. ""It is people vs oil, and our government has signalled that it is on the side of oil."" ""By not even responding to the concerns in this letter, the government is showing an extraordinary disregard for our civil liberties,"" said Jodie Beck, Policy and Campaigns Officer at the human rights charity, Liberty. ""Protest is not a gift from the state, it is a fundamental right,"" she added. ""The government should be ensuring demonstrations are safely facilitated and that protest rights are safeguarded."" During last month's appeal hearing, Lady Carr told the court: ""The sentences should not be seen as having a 'chilling effect' on the right to peaceful protest or to assembly more generally - deterrence and 'chilling effect' are not the same."" Lady Carr added that the jail terms reflected ""Parliament’s will"" under new laws carried out under the Police, Crime, Sentencing and Courts Act. At a court hearing in July judges had acknowledged the ""long and honourable tradition of civil disobedience on conscientious grounds"" and that the sentences handed to Trowland and Decker went ""well beyond previous sentences imposed for this type of offending"".","https://www.bbc.com/news/articles/cn0p6ll3jjgo",1
"93","PM defends 'severe' Just Stop Oil sentences","By Justin Rowlatt",2023-11-21,"Prime Minister Rishi Sunak has defended sentences handed to two Just Stop Oil climate campaigners following criticism from the United Nations. Morgan Trowland, 40, was jailed for three years and Marcus Decker, 34, for two years for causing a public nuisance after scaling the Dartford Crossing Bridge. The UN had warned the government in a letter that the ""severe"" sentences could stifle protest. Mr Sunak said in response in a post on X, formerly Twitter, that those who break the law should feel the full force of it. ""It's entirely right that selfish protestors intent on causing misery to the hard-working majority face tough sentences,"" he said. ""It's what the public expects and it's what we've delivered."" At an appeal hearing last month Lady Chief Justice, Lady Carr defended the sentences, saying they met a ""legitimate"" aim of deterring others from such offending. The activists were refused permission to challenge them in the Supreme Court. The warning came in a letter shown to BBC News, sent to the government by the UN Special Rapporteur on the promotion and protection of human rights in the context of climate change, Ian Fry, on 15 August this year. The sentences are ""significantly more severe than previous sentences imposed for this type of offending in the past,"" Mr Fry notes. He says he is worried about “the exercise of their rights to freedom of expression and freedom of peaceful assembly and association”. The letter goes on to say the new Public Order Act which came into force in July ""appears to be a direct attack on the right to the freedom of peaceful assembly"". The new legislation includes measures aimed at curbing disruptive protests. The letter sent in mid-August requested a reply within 60 days but has not received one, which the UN special rapporteur described as ""troubling"". ""Most countries take these letters seriously and respond,"" Mr Fry told BBC News. He suggested that the lack of a formal reply reflected ""a general disregard for human rights concerns by the current government"". The Home Office said it had ""responded"" to the special rapporteur’s letter. It said peaceful protest is a vital part of a democratic society and a long-standing tradition in the UK, provided it is done within the law. The new legislation is designed to ""clarify the definition of serious disruption and allow police to clear roads quickly"", it told the BBC, and said the new legislation on protests was put in place following proper parliamentary procedure and is compatible with the European Convention on Human Rights. “It is a total political failure,"" Morgan Trowland said in a statement to the BBC from prison. ""It is people vs oil, and our government has signalled that it is on the side of oil."" ""By not even responding to the concerns in this letter, the government is showing an extraordinary disregard for our civil liberties,"" said Jodie Beck, Policy and Campaigns Officer at the human rights charity, Liberty. ""Protest is not a gift from the state, it is a fundamental right,"" she added. ""The government should be ensuring demonstrations are safely facilitated and that protest rights are safeguarded."" During last month's appeal hearing, Lady Carr told the court: ""The sentences should not be seen as having a 'chilling effect' on the right to peaceful protest or to assembly more generally - deterrence and 'chilling effect' are not the same."" Lady Carr added that the jail terms reflected ""Parliament’s will"" under new laws carried out under the Police, Crime, Sentencing and Courts Act. At a court hearing in July judges had acknowledged the ""long and honourable tradition of civil disobedience on conscientious grounds"" and that the sentences handed to Trowland and Decker went ""well beyond previous sentences imposed for this type of offending"".","https://www.bbc.com/news/articles/c6pxn4z1rqno",1
"94","Student fined over Exeter graduation protest",NA,2023-12-01,"A University of Exeter student who was arrested at his own graduation ceremony after letting off a fire extinguisher full of orange paint has been fined. Edward Whittingham, 26, from Norwich, used the extinguisher outside the university's Great Hall in July as part of a Just Stop Oil protest. He denied two charges of causing criminal damage to the concrete piazza outside the hall and damaging the clothing of a guard. District Judge Stuart Smith found him guilty of damaging the guard's clothes and boots but not guilty of ""minor and trivial"" damage to the paving. His trial heard the Exeter incident came two months after he threw orange powder on a snooker table during televised championships at the Crucible Theatre in Sheffield. Prosecutors at Exeter Magistrates' Court alleged Whittingham's actions were premeditated, not peaceful and a potential risk to people. The court heard he made a video before the protest saying: ""What is the point of education if you are dead?"" The incident lasted about 10 to 15 seconds in a busy area where graduates were having their photographs taken. Whittingham told the court many millions faced death if action was not taken on climate change, and he demanded the government end new oil and gas projects. The judge said the politics and philosophy student held ""genuine beliefs"" on climate change. He added: ""This was not a violent protest."" Whittingham was fined £882, including costs and compensation. Follow BBC Devon on X (formerly Twitter), Facebook and Instagram. Send your story ideas to spotlight@bbc.co.uk.","https://www.bbc.com/news/articles/c9w3370yyygo",1
"95","Just Stop Oil protesters interrupt the Proms",NA,2023-07-15,"Two protesters from environmental campaign group Just Stop Oil have interrupted the First Night of the Proms at London's Royal Albert Hall. The duo mounted the stage and briefly unfurled an orange banner on Friday. They were met with boos and jeers from some members of the audience at the BBC's classical music festival, before being led away by security staff. Just Stop Oil has targeted a number of events this year, including the Ashes, Wimbledon and the Chelsea Flower Show. In a tweet, Just Stop Oil said two of its supporters ran onto the stage to demand ""the UK government immediately halt all new oil and gas consents and licences"". It added ""they attempted to address the audience before being forcibly removed"". The group said the action, which happened shortly after the interval, targeted the event because of the BBC's ""underwhelming coverage of the climate emergency"". The group claimed the protesters had used confetti cannons and air horns, but eyewitnesses denied this and video footage shows the protest was stopped quickly. A BBC spokesman said: ""There was no disruption to the concert or the broadcast during the few seconds the protesters were on stage."" The Proms opening night featured a new translation of Jean Sibelius's Snöfrid, narrated by actress Lesley Manville, and a new work by Ukrainian composer Bohdana Frolyak, called Let The Light In. In response to the incident, Culture Secretary Lucy Frazer wrote on social media: ""My message is this: Leave people to enjoy the events they love, and stop damaging your own cause."" During the Proms programme and before the protest, BBC Radio 3 broadcaster Georgia Mann remarked on how close members of the audience were to the performers at the Royal Albert Hall. ""Somehow it surprises me every summer when we sit here from this vantage point just how close the Prommers are to the artists - I've said before - touching distance,"" she said. Six thousand people were gathered in the venue for the sell-out event.","https://www.bbc.com/news/uk-66207576",1
